title,month(cout),day(cout),hour(cout),minute(cout),month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"English ESL 3 Playtime",2,4,19,21,2,22,16,49,428.3461,17
"English ESL 4 In my home",2,4,19,21,2,22,16,49,428.3461,17
"Schoolhouse rock Multiplication rock",2,9,13,48,2,22,17,0,513.213,13
"Preschool fun Planets dinosaurs",2,9,13,48,2,22,17,0,523.4,13
"Wonders down under",2,15,17,42,2,22,17,0,591.994,6
Horse,2,15,17,42,2,22,17,1,636.1,6
"Garbage monsters",2,3,17,49,2,22,17,8,628.445,18
"National parks for kids",2,12,18,26,2,22,17,9,917.30492,9
"Aunt Tiger",2,19,17,13,2,22,17,11,398.20951,2
"Fire monsters",2,3,17,49,2,22,17,13,628.9259,18
"Fizzys lunch lab Fresh foods 101",2,17,15,31,2,22,17,14,613.2,5
"All about the water cycle",2,16,11,57,2,22,17,17,551.48,6
"Getting to know Thomas Jefferson third president",2,16,11,57,2,22,17,17,973.46092,6
Gravity,2,16,11,57,2,22,17,17,531.14,6
"George Washington first President",2,16,11,57,2,22,17,17,973.41092,6
Seashore,2,8,10,9,2,22,17,18,578.7699,14
"Andy Warhol",2,11,16,7,2,22,17,30,700.92,11
"School house rock Money rock",2,5,11,16,2,22,17,31,332.024,17
Vietnam,2,20,16,32,2,22,17,38,959.7,2
"Free to be you and me",2,8,17,54,2,22,17,45,810.8,13
Weather,2,3,14,17,2,22,17,46,551.5,19
"Sid the science kid Weather kid Sid",2,3,14,17,2,22,17,46,551.5,19
Nutcracker,2,8,15,43,2,23,10,1,792.842,14
"magic school bus Holiday special",2,16,14,22,2,23,10,46,333.72,6
"Hip hop for kids Pop Lock and Break",2,12,11,11,2,23,11,14,782.42164,11
"land of sweet taps",2,12,11,11,2,23,11,23,792.78,11
"Sid the science kid Sid in motion",2,2,14,41,2,23,11,23,500,20
Migration,2,10,14,53,2,23,11,33,591.568,12
"world of learning Volume 2",2,20,14,0,2,23,11,37,629.13334,2
"Adventures with trains",2,20,14,0,2,23,11,37,625.1,2
"Learn magic with Lyn",2,20,14,0,2,23,11,39,793.8,2
"science of Disney imagineering Levers and pulleys",1,12,13,35,2,23,11,53,621.8,41
"Wiggles The Wiggles go bananas",2,9,16,28,2,23,12,11,782.42083,13
Reptiles,2,22,13,26,2,23,12,12,597.9,0
"Wiggles You make me feel like dancing",2,16,16,42,2,23,12,13,201,6
"Easter story",2,15,12,5,2,23,12,14,232.96,8
"Signing time Volume 3 Everyday signs",2,11,18,49,2,23,12,15,419.7,11
"Signing time Volume 2 Playtime signs",2,11,18,49,2,23,12,17,419.7,11
"Abraham Lincoln comes home",2,13,16,54,2,23,12,18,973.7092,9
"Abraham Lincoln",2,15,17,45,2,23,12,18,973.7092,7
"Abraham Lincoln sixteenth president",2,15,17,46,2,23,12,19,973.7092,7
Sacagawea,2,11,17,11,2,23,12,26,978.00497,11
"Signing time Volume 1 My first signs",2,11,18,49,2,23,12,28,419.7,11
"Signing time Volume 12 Time to eat",2,11,18,49,2,23,12,28,419.7,11
"Signing time Series 2 volume 5 Going outside",2,11,18,49,2,23,12,28,419.7,11
"VeggieTales sing alongs I can be your friend",2,14,12,40,2,23,12,29,782.42083,8
"Dance learn Chinese with Mei Mei",2,15,12,5,2,23,12,29,495.18342,8
"Living room magic Volume 2",2,14,12,40,2,23,12,35,793.8,8
"Sid the science kid Weather kid Sid",1,27,15,43,2,23,12,55,551.5,26
"Fire engines trucks airplanes fast trains",2,14,12,52,2,23,12,55,628.9259,9
"Polar prowl",2,14,12,52,2,23,12,55,591.70911,9
"I love toy trains Parts 1 2 3",2,14,12,52,2,23,12,56,625.19,9
"two brothers a story from Russia",2,2,13,50,2,23,12,58,398.20947,20
Fish,2,7,17,30,2,23,13,6,597,15
"Meet the sight words 2",2,16,13,41,2,23,13,21,372.462,6
"Meet the shapes",2,16,13,41,2,23,13,24,516.15,6
"Meet the sight words 3",2,16,13,41,2,23,13,25,372.462,6
"Algebraic thinking",1,4,16,12,2,23,13,29,512.9,49
"March on the day my brother Martin changed the world and more stories about African American history",2,19,17,40,2,23,13,36,973.0496,3
"Shalom sesame Volume 10 The sticky shofar",2,19,17,41,2,23,13,36,394.267,3
"I am not a target",1,29,19,51,2,23,13,51,362.88083,24
"Sid the science kid Gizmos and gadgets",2,10,17,21,2,23,14,1,621.8,12
"Activity TV Juggling",2,3,15,31,2,23,14,1,793.87,19
"All about simple machines",2,10,17,21,2,23,14,1,621.8,12
"All about solids liquids gases",2,10,17,21,2,23,14,3,530.414,12
Electricity,2,10,17,21,2,23,14,3,537,12
"magic school bus Space adventures",2,9,10,12,2,23,14,7,523,14
"science of Disney imagineering Animal adaptations communication",2,5,12,42,2,23,14,7,591.59,18
"School house rock Money rock",2,9,11,55,2,23,14,8,332.024,14
"Wiggles Big big show",2,19,10,27,2,23,14,11,782.42083,4
"Doodlebops Live in concert",2,19,10,27,2,23,14,11,782.42083,4
"Valentines Day",2,16,14,13,2,23,14,13,394.2618,7
"Mighty machines Lights ladders",2,1,10,4,2,23,14,13,629.224,22
"Truck adventures",2,1,10,5,2,23,14,13,629.22,22
"Garbage monsters",2,1,10,5,2,23,14,13,628.445,22
"best of Mighty machines flying racing rolling",2,1,10,5,2,23,14,14,629.225,22
"Sid the science kid Gizmos and gadgets",2,10,15,18,2,23,14,16,621.8,12
"Kid guides Zoos",2,10,15,18,2,23,14,16,590.7373,12
"magic school bus catches a wave",2,10,16,38,2,23,14,17,553.7,12
Migration,2,6,16,9,2,23,14,17,591.568,16
"magic school bus Super sports fun",2,10,16,38,2,23,14,17,530,12
Earthquakes,2,6,16,9,2,23,14,17,551.22,16
"Japanese Disc 1 Eating and drinking",1,19,15,5,2,23,14,24,495.68342,34
"Play learn Chinese with Mei Mei 7 Lets visit Dawei Village",1,19,15,5,2,23,14,25,495.1824,34
"Brainy baby Art exploring the world of art",2,16,11,58,2,23,14,27,700.83,7
"Chinese for kids Beginner level 1 volume 1",1,19,15,5,2,23,14,28,495.18342,34
"Sid the science kid Sid in motion",2,11,14,42,2,23,14,28,500,11
"Spanish Disc 5 Happy sad and silly",2,9,12,27,2,23,14,29,468.3421,14
"Arctic tale",1,19,17,46,2,23,14,31,599.786,34
"Eyewitness Planets",2,15,13,34,2,23,14,32,523.4,8
"Human machine",1,19,17,46,2,23,14,32,612,34
"magic school bus Bugs bugs bugs",1,24,12,9,2,23,14,33,595.7,30
"Mighty machines Lights ladders",1,24,12,9,2,23,14,33,629.224,30
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",2,9,16,13,2,23,14,33,491.78346,13
"Mighty machines Machines on the job",1,24,12,9,2,23,14,33,621.8,30
"Abraham Lincoln sixteenth president",2,10,13,38,2,23,14,36,973.7092,13
"School house rock Election collection",2,15,17,9,2,23,14,37,320.973,7
"magic school bus Holiday special",2,3,13,5,2,23,14,37,333.72,20
"All about cells body systems",2,16,10,20,2,23,14,45,571.6,7
"Rock n learn Earth science",2,16,16,25,2,23,14,45,550,6
"Rivers streams",2,15,17,9,2,23,14,48,551.483,7
"Geometry triangles other polygons",2,15,17,9,2,23,14,58,513.13,7
"Monkey king wreaks havoc in heaven",2,9,16,2,2,23,15,20,398.20951,13
"Sportscamp Basketball",1,23,19,10,2,23,15,22,796.3232,30
"Life forms animals animal oddities",2,16,15,48,2,23,15,27,590,6
"Seeds and plants",2,16,15,48,2,23,15,27,580,6
Deserts,2,13,17,40,2,23,15,27,577.54,9
Ummemo,2,21,18,3,2,23,15,28,398.20968,1
"Meet the colors",2,16,15,46,2,23,15,31,535.6,6
"Muzzy level II German",2,8,11,5,2,23,15,38,438.3421,15
Multiplication,2,12,12,1,2,23,15,44,513.213,11
"Pizza party Yoga class for kids",1,12,12,33,2,23,15,57,613.7046,42
"magic school bus Human body",1,30,16,23,2,23,15,59,612,23
"magic school bus Space adventures",1,30,16,23,2,23,15,59,523,23
"Kid guides Zoos",1,29,15,43,2,23,16,2,590.7373,25
"Activity TV Halloween Vol 1",2,9,11,21,2,23,16,3,745.59416,14
"Arctic Antarctic",1,12,15,4,2,23,16,4,508.98,42
"Kids guitar one ten easy lessons",2,10,14,5,2,23,16,5,787.87193,13
"Better golf for kids Volume 1",2,20,17,3,2,23,16,7,796.35208,2
"Decimals concepts operations",1,28,16,25,2,23,16,10,513.55,25
"city of bees",1,28,15,29,2,23,16,26,638.1,26
"Sid the science kid Going going green",2,22,16,38,2,23,16,26,791.4575,0
"Activity TV Cooking snacks",2,22,17,36,2,23,16,32,641.5123,0
"Elmos potty time",2,10,14,47,2,23,16,33,649.62083,13
"Sid the science kid Gizmos and gadgets",2,22,16,38,2,23,16,34,621.8,0
"science of Disney imagineering Animal adaptations communication",1,5,15,20,2,23,16,37,591.59,49
"Animal atlas Superhero animals",2,16,12,45,2,23,16,42,590,7
"Marine mammals",2,16,12,44,2,23,16,42,591.77,7
"All about the water cycle",2,16,12,45,2,23,16,43,551.48,7
"All about cells body systems",2,19,17,41,2,23,16,52,571.6,3
"All about blood the heart",2,9,14,12,2,23,16,53,612.1,14
"All about bones muscles",2,9,14,12,2,23,16,56,612.75,14
"All about health hygiene",2,19,17,40,2,23,16,58,613.0432,3
"Meet the phonics Letter sounds",2,3,16,53,2,23,17,0,372.465,20
"Lots lots of big trains Vol 1 Giant railroad action",2,10,15,46,2,23,17,1,625.2,13
"Lots lots of trains Vol 3 Roaring down the rails",2,10,15,46,2,23,17,1,625.2,13
Migration,1,14,12,55,2,23,17,3,591.568,40
"art of crochet 4 kids",2,15,16,14,2,23,17,4,746.434,8
"Rock n learn Alphabet circus",2,15,11,8,2,23,17,4,372.465,8
"Peep and the big wide world Peep explores",2,15,11,8,2,23,17,5,372.35,8
"Peep and the big wide world Peep floats",2,15,11,8,2,23,17,6,372.35,8
"elephant DVD with Eric Herman",2,15,16,14,2,23,17,7,782.42083,8
"English ESL 6 I can count",2,15,16,14,2,23,17,7,428.3461,8
"Spanish 3 Playtime",2,15,16,14,2,23,17,7,468.3421,8
"Dancing for kids",2,15,16,14,2,23,17,7,792.80833,8
"Who lives in Puget Sound",1,9,16,46,2,23,17,13,591.7699,45
"Baby signing time Volume 1",2,7,16,0,2,23,17,15,419,16
"Critter quest bug out on a backyard safari",1,20,16,47,2,23,17,19,595.7,34
Reptiles,1,20,16,47,2,23,17,20,597.9,34
Nutcracker,2,7,17,42,2,23,17,20,792.842,15
"Spanish 2 Wake up smiling",2,16,11,59,2,23,17,24,468.3421,7
"Swan Lake story a dance fantasy",2,17,16,40,2,23,17,34,792.842,6
"Wiggles Lets eat",2,9,12,40,2,23,17,44,782.42083,14
"Wiggles Ukulele baby",2,9,12,40,2,23,17,44,791.42083,14
"tree with the golden apples",2,15,17,23,2,23,17,50,398.20949,8
"John Henry steel driving man a story from the U S A",2,15,17,23,2,23,17,52,398.22,8
"Families of France",1,26,14,45,2,24,11,31,944.084,28
"best of the best of the Electric Company",1,26,14,45,2,24,11,33,372.414,28
"Shakespeare the animated tales Volume 1",2,1,15,40,2,24,12,22,822.33,22
"Preschool fun Planets dinosaurs",2,3,14,36,2,24,13,3,523.4,20
"Rock n learn Telling time",2,10,14,55,2,24,13,3,681.113,13
"Amazing North America",2,20,16,31,2,24,13,14,591.97,3
Migration,2,20,16,31,2,24,13,15,591.568,3
"Families of Kenya",2,8,17,17,2,24,13,25,967.62,15
Reptile,2,3,13,51,2,24,13,27,597.957,20
"Ca nhac XuÆn Mai 5",2,20,11,57,2,24,13,44,782.42083,4
"Baby Einstein Discovering shapes circles squares and more",2,10,16,4,2,24,14,25,516.15,13
"Ready for beginning math",2,17,15,32,2,24,14,49,372.7049,6
"Alphabet phonics fun",2,17,15,32,2,24,14,49,411,6
Migration,2,12,17,44,2,24,14,50,591.568,11
"Fire engines trucks airplanes fast trains",2,11,14,31,2,24,14,53,628.9259,13
"Between the lions Animal stories 8 stories fun activities",1,26,10,3,2,24,14,54,372.465,29
"Between the lions More animal stories 8 stories fun activities",1,23,11,12,2,24,14,54,372.465,32
Atmosphere,2,17,15,39,2,24,14,55,551.5,6
Erosion,2,17,15,38,2,24,14,55,551.3,6
"Preschool fun Planets dinosaurs",2,17,15,39,2,24,14,55,523.4,6
"Touch my world",2,17,15,39,2,24,14,55,612.88,6
"Activity TV Jewelry",1,24,16,8,2,24,15,0,745.5942,30
"Around the world",2,6,14,24,2,24,15,0,305.8,18
"Peep and the big wide world Peep floats",2,1,17,56,2,24,15,6,372.35,22
"Activity TV Juggling",2,22,14,10,2,24,15,6,793.87,2
"Rocks and minerals",2,22,14,10,2,24,15,6,552,2
Forensics,2,7,18,54,2,24,15,6,363.25,16
"magic school bus Creepy crawly fun",2,15,11,8,2,24,15,12,534,9
"Kid guides Aquariums",2,16,15,47,2,24,15,13,597.073,7
"Arctic tale",1,27,14,53,2,24,15,13,599.786,28
"Baby sign language basics",2,22,16,12,2,24,15,18,419,1
"Predator and prey",2,20,12,40,2,24,15,23,591.53,4
"Kidz bop Dance moves",2,15,13,24,2,24,15,23,793.3,9
"Abraham Lincoln sixteenth president",2,16,12,6,2,24,15,28,973.7092,8
"Dino world",2,14,17,47,2,24,15,46,567.9,9
YogaKids,2,16,11,4,2,24,16,9,613.7042,8
"Lots lots of trucks Vol 2 Mighty tough trucks",2,16,11,6,2,24,16,9,629.224,8
"Sid the science kid Sids sense ational adventures",2,16,11,4,2,24,16,9,500,8
"Sid the science kid Change happens",2,16,11,4,2,24,16,10,507,8
"Building construction cars motorcycles",2,16,11,4,2,24,16,10,629.225,8
"All about trains for kids",2,16,11,4,2,24,16,10,625.1,8
"Kid guides Kids sea camp Curacao",1,30,12,57,2,24,16,16,639.342,25
"Im a ballerina now",2,20,14,5,2,24,16,21,792.8,4
"Dancing for kids",2,20,14,5,2,24,16,21,792.80833,4
"Spanish Disc 6 I can count",2,12,16,17,2,24,16,27,468.3421,12
"French Disc 4 In my home",1,27,16,6,2,24,16,31,448.3421,28
"French Disc 5 Happy sad and silly",1,27,16,6,2,24,16,32,448.3421,28
"Wiggles Its always Christmas with you",2,6,17,54,2,24,16,35,782.42083,17
"Baby signing time Volume 3 A new day",2,22,14,36,2,24,16,37,419,2
"Baby sign language basics",2,22,14,36,2,24,16,37,419,2
"Baby signing time Volume 2",2,22,14,36,2,24,16,39,419,2
"Daisy and her garden",1,19,17,43,2,24,16,46,791.4572,35
"magic school bus Holiday special",2,13,16,16,2,25,10,33,333.72,11
"German for babies toddlers and preschoolers Disc 4 In my home",2,7,15,54,2,25,11,51,438.3421,17
"German for babies toddlers and preschoolers Disc 6 I can count",2,20,13,24,2,25,11,55,438.3421,4
"Blast off a kids introduction to the space program",1,2,14,39,2,25,12,13,629.40973,53
Amphibian,2,17,15,44,2,25,12,29,597.8,7
"Nature for kids Beginning Spanish the fun and easy way to learn Spanish",2,17,15,44,2,25,12,29,468.24,7
Bird,2,17,15,44,2,25,12,29,598,7
"National park animals for kids",2,8,15,10,2,25,12,30,590.0973,16
"Kidz bop Dance moves",1,30,10,22,2,25,12,30,793.3,26
"Animal atlas Superhero animals",2,8,15,10,2,25,12,32,590,16
"Critter quest bug out on a backyard safari",2,8,15,10,2,25,12,32,595.7,16
Fish,2,8,15,10,2,25,12,32,597,16
Reptiles,2,8,15,10,2,25,12,37,597.9,16
Feelings,2,4,13,36,2,25,12,52,152.4,20
"Mandarin Chinese Disc 4 In my home",1,26,10,51,2,25,12,55,495.13421,30
"Mandarin Chinese 3 Playtime",1,26,10,51,2,25,12,55,495.13421,30
"Signing time Series 2 volume 10 Helping out around the house",2,9,14,17,2,25,13,23,419.7,15
"Fun damentals dance laugh learn about ABCs numbers colors shapes",2,11,12,14,2,25,13,31,372.465,14
"Classical baby The music show",2,8,11,21,2,25,13,35,780.83,17
"Between the lions Get cooking 8 stories fun activities",2,12,11,25,2,25,13,45,372.465,13
"Baby signing time Volume 2",2,20,12,6,2,25,13,53,419,5
"Signing time Series 2 volume 3 Move and groove",1,28,17,8,2,25,13,53,419.7,27
"Baby signing time Volume 3 A new day",2,20,12,6,2,25,13,54,419,5
"Italian Disc 3 Playtime",2,15,12,50,2,25,13,57,458.3421,10
"Italian Disc 2 Wake up smiling",2,15,12,50,2,25,13,57,458.3421,10
"Italian Disc 1 Eating and drinking",2,15,12,50,2,25,13,58,458.3421,10
"United States",2,8,10,23,2,25,14,6,973,17
"Baby boost Nursery rhymes",2,8,11,21,2,25,14,11,782.42083,17
"Whats in the Bible 2 Let my people go",2,10,14,0,2,25,14,13,222.12,15
"Whats in the Bible 1 In the beginning",2,10,13,59,2,25,14,13,220.61,15
"miracles of Jesus",2,10,14,0,2,25,14,13,232.955,15
"Rock n learn Getting ready for kindergarten",2,10,13,59,2,25,14,13,372.218,15
"Shalom sesame Volume 7 Its Passover Grover",2,14,17,24,2,25,14,24,296.437,10
"Hot potatoes the best of the Wiggles",2,16,14,59,2,25,14,48,782.42083,8
"Daring kids",2,2,13,19,2,25,14,49,649.1,23
"Ready for science and geography",2,11,14,47,2,25,14,50,372.8,14
"Sid the science kid Sid in motion",2,16,13,21,2,25,14,50,500,9
"Meet the letters",2,11,14,40,2,25,14,54,428.13,14
"Earths seasons",2,11,14,40,2,25,14,55,508.2,14
"Alphabet phonics fun",2,11,11,53,2,25,14,59,411,14
"French 2 Wake up smiling",2,11,14,31,2,25,15,4,448.3421,14
"Early start Mandarin Chinese Volume 1 Colors and animals",2,11,14,30,2,25,15,5,495.18342,14
"Sid the science kid Sids backyard campout",2,12,15,44,2,25,15,5,796.54,12
"French 1 Eating and drinking",2,11,14,31,2,25,15,5,448.3421,14
"First fun with French",2,11,14,31,2,25,15,6,448.3421,14
"Early start Mandarin Chinese Volume 3 A wonderful day",2,11,14,31,2,25,15,6,495.18342,14
"Lots lots of big trains Vol 1 Giant railroad action",2,13,13,27,2,25,15,6,625.2,12
"French for kids Beginner level 1 volume 2",2,11,14,31,2,25,15,7,448.2421,14
"Chinese for kids Beginner level 1 volume 1",2,11,14,30,2,25,15,7,495.18342,14
"Signing time Series 2 volume 3 Move and groove",2,11,18,49,2,25,15,9,419.7,13
"Signing time Volume 10 My day",2,11,18,49,2,25,15,9,419.7,13
"Signing time Volume 6 My favorite things",2,11,18,49,2,25,15,17,419.7,13
"Wiggles The Wiggles go bananas",2,25,13,18,2,25,15,21,782.42083,0
"Wiggles You make me feel like dancing",2,19,13,49,2,25,15,21,201,6
"Wiggles Big big show",2,19,13,50,2,25,15,21,782.42083,6
"Wiggles Here comes the big red car",2,19,13,50,2,25,15,21,782.42083,6
"Miss Christys Dance adventure",2,4,11,9,2,25,15,22,793.3083,21
"Wiggles You make me feel like dancing",2,19,13,49,2,25,15,22,782.42083,6
"Signing time Volume 4 Family feelings and fun",2,11,18,49,2,25,15,24,419.7,13
"Sid the science kid Sid in motion",2,12,15,44,2,25,15,25,500,12
"Shakespeare the animated tales Volume 3",2,13,18,29,2,25,15,32,822.33,11
"Shakespeare the animated tales Volume 1",2,13,18,29,2,25,15,32,822.33,11
"Shakespeare the animated tales Volume 4",2,13,18,29,2,25,15,32,822.33,11
"Budding ballerinas pre ballet with Mary Carpenter",2,10,13,52,2,25,15,32,792.8,15
"Japanese Disc 3 Playtime",2,17,13,49,2,25,15,36,495.68342,8
"Japanese Disc 1 Eating and drinking",2,17,13,49,2,25,15,36,495.68342,8
"Kids love Spanish Volume 6 Animals",2,22,14,23,2,25,15,47,468.3421,3
"Between the lions The popcorn popper",2,12,17,23,2,25,15,47,372.465,12
Mexico,2,22,14,23,2,25,15,47,305.86872,3
"Super soccer skills",2,12,14,11,2,25,16,0,796.3342,13
"English ESL 3 Playtime",2,11,14,35,2,25,16,6,428.3461,14
"English ESL 1 Eating and drinking",2,11,14,35,2,25,16,6,428.3461,14
"Signing time Volume 6 My favorite things",1,28,14,14,2,25,16,6,419.7,28
"German for babies toddlers and preschoolers Disc 4 In my home",2,11,14,35,2,25,16,6,438.3421,14
"Signing time Series 2 volume 12 Box of crayons",1,28,14,8,2,25,16,6,419.7,28
"Spanish 3 Playtime",2,11,14,35,2,25,16,6,468.3421,14
"Arabic for babies toddlers and preschoolers Disc 3 Playtime",2,11,14,35,2,25,16,6,492.7071,14
"German for babies toddlers and preschoolers Disc 5 Happy sad and silly",2,21,16,31,2,25,16,8,438.3421,3
"French Disc 4 In my home",2,21,16,31,2,25,16,8,448.3421,3
"Shalom Sesame Volume 6 Be happy its Purim",2,7,16,58,2,25,16,21,296.436,17
"All about John Deere for kids Part 1",2,2,13,17,2,25,16,36,629.225,23
"John Deere action Part one",2,2,13,17,2,25,16,36,629.2252,23
"miracles of Jesus",2,2,12,27,2,25,16,36,232.955,23
Habitats,2,17,14,44,2,25,16,40,577,8
"Meet the phonics Digraphs",2,14,15,23,2,25,16,50,372.465,11
"fisherman and his wife",2,4,14,52,2,25,16,58,398.2,21
"Blast off a kids introduction to the space program",2,14,16,59,2,25,17,15,629.40973,11
"Mandarin Chinese 1 Eating and drinking",2,13,11,38,2,25,17,18,495.13421,12
"Merlin and the dragons a story from Wales",2,7,13,40,2,25,17,20,398.20942,18
"Mandarin Chinese 3 Playtime",2,13,11,38,2,25,17,25,495.13421,12
"Spanish for kids Beginner level 1 volume 1",2,11,17,17,2,25,17,41,468.3421,14
"magic school bus Creepy crawly fun",2,14,12,40,2,25,17,42,534,11
"YogaKids 3 Silly to calm",2,10,13,26,2,25,17,45,613.7046,15
"I spy A mumble monster mystery other stories",2,16,15,26,2,25,17,48,793.735,9
"Families of France",2,24,13,14,2,25,17,48,944.084,1
"Signing time Volume 5 ABC signs",2,10,14,11,2,25,17,50,419.7,15
"Signing time Series 2 volume 1 Nice to meet you",2,11,17,17,2,25,17,54,419.7,14
"Dropping in on Grandma Moses",2,16,15,26,2,25,18,1,759.13,9
"I love airplanes",2,15,17,14,2,25,18,26,629.133,10
"Bugz from a bugs eye view",1,26,15,30,2,25,18,30,595.7,30
"How Tortoise won respect a story from South Africa",1,26,15,30,2,25,18,30,398.20968,30
"Lyric language Italian",1,29,15,55,2,25,18,51,458.3421,27
Horse,2,11,18,1,2,25,19,7,636.1,14
Flight,2,22,16,54,2,25,19,25,629.1301,3
"Swan lake",2,22,16,55,2,25,19,25,792.842,3
"Kung fu for kids",2,22,16,54,2,25,19,25,796.8159,3
"Activity TV Science",2,11,19,24,2,25,19,28,507.1,14
"Activity TV Halloween Vol 4",2,11,19,25,2,25,19,28,745.59416,14
"Kristens fairy house",1,30,11,52,2,25,19,31,595.789,26
"Lets play games with Mei Mei",1,30,18,46,2,25,19,43,495.1824,26
"Schoolhouse rock Grammar",1,30,15,59,2,25,19,43,428,26
"Early start Mandarin Chinese Volume 1 Colors and animals",1,30,18,46,2,25,19,47,495.18342,26
Spanish,2,11,19,59,2,25,19,50,468.30832,13
"Schoolhouse rock Grammar",2,23,14,18,2,26,10,20,428,2
"Animal atlas Animal 123s",2,23,14,18,2,26,10,20,513.5,2
"Mighty machines Tremendous tools",2,20,10,44,2,26,11,44,621.8,6
"Signing time Volume 4 Family feelings and fun",2,12,11,14,2,26,11,47,419.7,14
"Signing time Series 2 volume 6 Days of the week",2,12,11,14,2,26,11,50,419.7,14
"Schoolhouse rock Multiplication rock",1,15,14,7,2,26,11,51,513.213,41
"Jesus movie",1,22,13,56,2,26,11,55,232.901,34
"Shakespeare the animated tales Volume 3",2,7,18,28,2,26,12,44,822.33,18
"School house rock Money rock",2,20,14,10,2,26,12,47,332.024,5
"Potty power",2,3,15,10,2,26,13,16,649.62,22
"Spanish Disc 5 Happy sad and silly",2,9,14,35,2,26,13,18,468.3421,16
"Fun on the farm 2",2,12,11,56,2,26,13,27,630,14
"Lincoln and Douglass an American friendship and more stories to celebrate U S history",2,19,13,2,2,26,13,30,973.70922,7
"Families of Israel",2,14,15,16,2,26,13,31,956.54,11
"Families of France",1,14,13,8,2,26,13,31,944.084,43
Japan,1,14,13,8,2,26,13,31,915.2,43
"British Isles",1,14,13,8,2,26,13,31,914.1,43
"Shakespeare the animated tales Volume 3",2,20,19,27,2,26,13,31,822.33,5
"YogaKids 2 more poses more fun",1,26,12,33,2,26,13,32,613.7046,31
"Mighty machines Lights ladders",2,12,11,56,2,26,13,32,629.224,14
"Shakespeare the animated tales Volume 1",1,31,14,10,2,26,13,54,822.33,25
"Nursery tap hip to toe Vol 2 Ballet",2,10,16,15,2,26,13,58,792.7,15
"Families of Puerto Rico",2,23,14,51,2,26,14,21,972.95,2
"Families of Afghanistan",2,23,14,53,2,26,14,21,958.1,2
"All about motion balance",2,23,15,34,2,26,14,23,531.11,2
China,2,12,16,38,2,26,14,23,951,13
"Shalom Sesame Volume 6 Be happy its Purim",2,24,15,17,2,26,14,23,296.436,1
"All about sound",2,19,17,40,2,26,14,23,534,6
"Mighty machines Machines on the job",2,12,16,38,2,26,14,24,621.8,13
"Mighty machines Mega machines",2,23,13,32,2,26,14,24,629.225,3
"world of learning Volume 2",2,23,13,32,2,26,14,25,629.13334,3
"Washington DC for kids",2,12,16,38,2,26,14,27,917.53,13
"Amelia Earhart",2,15,13,11,2,26,14,28,629.13092,11
"John Deere action Part one",2,12,16,39,2,26,14,32,629.2252,13
"Lots lots of jets and planes Vol 3 Jumbo jets in action",2,12,16,38,2,26,14,32,629.13334,13
"Families of Korea",2,12,16,38,2,26,14,33,951.9043,13
"Lets talk geography maps and globes",2,12,16,39,2,26,14,33,912,13
"Grand Canyon for kids",2,12,16,38,2,26,14,33,917.9132,13
"Lots lots of trucks Vol 1 Hard workin trucks",2,12,16,39,2,26,14,35,629.224,13
"world of learning Volume 1",2,23,14,51,2,26,14,36,629.2222,2
"Introduction to robotics",2,15,16,56,2,26,14,49,629.892,10
Spanish,1,24,14,7,2,26,14,52,468.30832,33
"All about properties of matter",1,13,14,57,2,26,14,59,530.412,44
"Jack and the beanstalk",1,31,13,11,2,26,14,59,398.20942,26
"Renewable energy",2,21,19,42,2,26,15,27,621.042,4
"Creepy creatures",2,21,19,42,2,26,15,27,591,4
"Be the creature The complete first season",2,12,15,31,2,26,15,30,590,13
"Mandarin Chinese Disc 4 In my home",1,16,11,46,2,26,15,31,495.13421,41
"Its a big big world Safe and sound",2,4,13,0,2,26,15,48,613.6,22
"Signing time Series 2 volume 2 Happy birthday to you",2,4,13,0,2,26,15,48,419.7,22
"Spanish Disc 4 In my home",2,16,14,51,2,26,16,1,468.3421,10
"Kids love Spanish Volume 7 Basic phrases",2,16,14,51,2,26,16,1,468.3421,10
"Meet the numbers",2,13,13,3,2,26,16,19,372.72,13
"I love airplanes",2,11,16,2,2,26,17,4,629.133,15
"Fire engines trucks airplanes fast trains",2,19,18,37,2,26,17,24,628.9259,6
"magic school bus Holiday special",2,12,13,47,2,26,17,38,333.72,14
"Amahl and the night visitors",2,22,17,48,2,26,17,39,792.542,3
"Space earth atmosphere",2,21,15,50,2,26,17,40,523,5
"Garbage monsters",2,15,13,18,2,26,17,44,628.445,11
"Childrens tales from the land of Gullah",2,22,16,8,2,26,17,49,398.217,4
"Fire trucks in action",2,15,13,18,2,26,17,49,628.9259,11
"Revolution and the new nation expansion and reform the first eleven presidents",2,4,13,50,2,26,17,49,973.099,22
"Civil War and Reconstruction development of the industrial U S the 12th 25th presidents",2,4,13,50,2,26,17,50,973.099,22
"Meet the letters",1,14,18,55,2,26,18,6,428.13,42
"Spanish 3 Playtime",1,14,18,55,2,26,18,6,468.3421,42
"Preschool fun Letters numbers",2,11,12,14,2,26,18,8,201,15
"Bonjour les amis Volume 2",2,14,15,47,2,26,18,17,448.3421,12
"Valentines Day",2,10,13,22,2,26,18,17,394.2618,16
"Perros gatos y ratones",2,14,17,38,2,26,18,19,782.42083,12
