title,month(cout),day(cout),hour(cout),minute(cout),month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Hip hop for kids School house hop",1,9,12,15,1,23,12,8,793.3,13
"Martins big words the life of Dr Martin Luther King Jr and more stories from the African American tradition",1,16,13,19,1,23,12,33,323.092,6
"Families of Russia",1,9,15,17,1,23,12,49,947.086,13
"Families of Sweden",1,12,11,46,1,23,12,49,948.5,11
"Families of Israel",1,12,11,47,1,23,12,54,956.54,11
"Shalom sesame Volume 8 Grover learns Hebrew",1,2,16,29,1,23,12,54,492.48342,20
"Vincent Van Gogh",1,22,12,5,1,23,13,3,759.9492,1
"Magical music express",1,9,14,2,1,23,13,4,780,13
"All about big machines",1,7,11,52,1,23,13,5,629,16
"Sid the science kid Sids sing along",1,4,11,25,1,23,13,25,782.42083,19
"Miss Christys Dance adventure",1,3,11,1,1,23,13,25,793.3083,20
"Sesame Street Big Bird in China",1,9,11,43,1,23,13,56,915.104,14
"Storyland yoga",1,7,11,41,1,23,13,57,613.7046,16
"Farm life",1,11,13,35,1,23,13,58,630,12
"Yay Planes",1,11,13,35,1,23,13,58,629.1333,12
"Yoga by the dozen",1,7,11,41,1,23,13,58,613.7046,16
"Families of China",1,13,16,49,1,23,14,0,951,9
Moses,1,22,10,6,1,23,14,11,222.1092,1
"Lets frame our pictures",1,22,15,49,1,23,14,57,749.7,0
"Crossing the snow a tale from Japan",1,19,13,24,1,23,14,59,398.20952,4
"Wiggles You make me feel like dancing",1,10,11,48,1,23,15,19,201,13
"Preschool fun Letters numbers",1,10,11,48,1,23,15,19,201,13
Bird,1,9,11,50,1,23,15,22,598,14
"Families of Thailand",1,17,15,4,1,23,15,32,959.3,6
"How things work",1,11,12,38,1,23,15,33,621.8,12
"Arctic tale",1,11,12,38,1,23,15,34,599.786,12
Reptiles,1,5,14,2,1,23,15,43,597.9,18
"Bugz from a bugs eye view",1,8,16,45,1,23,15,54,595.7,14
"Signing time Series 2 volume 11 Once upon a time",1,8,16,45,1,23,15,54,419.7,14
"Signing time Volume 3 Everyday signs",1,8,16,45,1,23,15,57,419.7,14
Flight,1,18,15,41,1,23,16,10,629.1301,5
"No more diapers",1,12,17,20,1,23,16,12,649.62,10
"Once upon a potty for him",1,17,16,58,1,23,16,12,649.62,5
"Mister Rogers neighborhood What do you do with the mad that you feel",1,7,19,55,1,23,16,15,152.47,15
Bali,1,13,13,7,1,23,16,19,915.986,10
"Predator and prey",1,16,18,24,1,23,16,22,591.53,6
"Fun with counting",1,18,10,24,1,23,16,23,513.21,5
"Signing time Volume 3 Everyday signs",1,10,17,2,1,23,16,27,419.7,12
"Cantos y rimas Nursery songs rhymes",1,2,12,27,1,23,16,29,782.42083,21
"elephant DVD with Eric Herman",1,9,14,52,1,23,16,33,782.42083,14
"Fairy dancing",1,9,14,55,1,23,16,33,791.4372,14
"Young minds numbers and counting",1,9,16,26,1,23,16,35,513.211,14
"Alphabet phonics fun",1,9,16,26,1,23,16,35,411,14
"Popular mechanics for kids Lightning and other forces of nature",1,8,15,57,1,23,17,10,551.5632,15
"I spy A mumble monster mystery other stories",1,17,15,22,1,23,17,16,793.735,6
"science of Disney imagineering Friction",1,17,15,21,1,23,17,16,531.1134,6
"Danger Rangers Mission 547 safety rules",1,2,15,35,1,23,17,19,613.6,21
"Families of Sweden",1,11,16,29,1,23,17,21,948.5,12
"Zoboomafoo Wild creatures furry fashion",1,12,17,26,1,23,17,22,590,10
"Mandarin Chinese 3 Playtime",1,5,14,16,1,23,17,24,495.13421,18
"Drawing power Vol 4 Safari animal drawing",1,17,15,21,1,23,17,29,743.6,6
Caves,1,17,15,21,1,23,17,31,551.447,6
Bird,1,4,11,11,1,23,17,38,598,19
Atoms,1,10,14,8,1,23,18,2,539.6,13
Artseesmartsee,1,18,16,30,1,23,19,22,152.1423,5
Reptiles,1,14,15,29,1,23,19,24,597.9,9
"Lots lots of fire songs safety tips",1,10,17,9,1,23,19,26,363.377,13
"Arctic tale",1,16,18,38,1,23,19,27,599.786,7
"Mandarin Chinese 2 Wake up smiling",1,10,18,52,1,23,19,32,495.13421,13
Forests,1,9,17,48,1,23,19,44,577.3,14
"Shanti Generation yoga skills for youth peacemakers",1,9,16,57,1,24,9,43,613.7046,14
"magic school bus Bugs bugs bugs",1,9,16,57,1,24,9,46,595.7,14
Claws,1,9,16,58,1,24,9,46,599.75,14
"Rock n learn Human body",1,9,16,58,1,24,9,49,612,14
"Skill building buddies Handling transitions and change",1,9,16,57,1,24,9,58,618.92858,14
"Kids who rip com Vol 4",1,12,15,1,1,24,9,59,796.046,11
"Wiggles The Wiggles go bananas",1,20,15,56,1,24,10,56,782.42083,3
"German for babies toddlers and preschoolers Disc 5 Happy sad and silly",1,16,10,11,1,24,11,29,438.3421,8
"Early start Mandarin Chinese Volume 5 Sports and games",1,20,15,35,1,24,11,29,495.18342,3
"French 3 Playtime",1,20,15,35,1,24,11,29,448.3421,3
"Early start Mandarin Chinese Volume 6 Happy birthday",1,20,15,35,1,24,11,30,495.18342,3
"Dong wu qi guan 7 Wildlife tales",1,20,15,34,1,24,11,30,591,3
"way things work Floating",1,12,14,55,1,24,11,46,532.25,11
"way things work Cooling",1,12,14,55,1,24,11,46,621.57,11
"way things work Heat",1,12,14,55,1,24,11,46,523.013,11
Sacagawea,1,7,17,40,1,24,11,50,978.00497,16
"Girls gotta dance with Ballerina Jen",1,5,12,5,1,24,13,10,792.8,19
"Once upon a potty for her",1,7,14,33,1,24,13,44,649.62,16
Bali,1,17,14,7,1,24,13,45,915.986,6
Bali,1,12,11,35,1,24,13,46,915.986,12
Japan,1,12,11,35,1,24,13,46,915.2,12
"Wild about safety Timon and Pumbaa Safety smart online",1,11,11,29,1,24,13,54,004.67808,13
"riddle in a bottle",1,6,14,8,1,24,13,56,553.7,17
Anansi,1,10,14,4,1,24,14,1,398.20972,13
"Learn Spanish with Carlos Chiquitita Level 1 volume 1",1,23,17,53,1,24,14,38,468.2421,0
Bird,1,13,16,57,1,24,14,38,598,10
"Meet the phonics Letter sounds",1,17,11,21,1,24,14,53,372.465,7
"Sid the science kid Gizmos and gadgets",1,10,11,49,1,24,15,6,621.8,14
"California sea lions an unforgettable encounter",1,10,11,49,1,24,15,7,599.7975,14
"Eyewitness Volcano",1,10,11,49,1,24,15,7,551.21,14
"French Disc 4 In my home",1,12,15,14,1,24,15,10,448.3421,11
"Wiggles Hot poppin popcorn",1,12,15,14,1,24,15,10,782.42083,11
"French Disc 5 Happy sad and silly",1,12,15,14,1,24,15,10,448.3421,11
"Wiggles Lets eat",1,7,14,31,1,24,15,10,782.42083,17
"Wiggles Getting strong",1,7,14,30,1,24,15,10,782.42083,17
"Wiggles Toot toot",1,17,13,33,1,24,15,10,782.42083,7
"magic school bus Bugs bugs bugs",1,8,15,17,1,24,15,13,595.7,15
"All about Earths history",1,19,16,47,1,24,15,24,551.7,4
"Martin Luther King Jr",1,17,16,3,1,24,15,25,323.092,6
"Shalom sesame Volume 2 Chanukah the missing Menorah",1,5,13,15,1,24,15,25,956.94,19
"Sid the science kid The ruler of thumb",1,5,13,15,1,24,15,25,530.8,19
"Polar prowl",1,5,13,15,1,24,15,25,591.70911,19
"Andy Warhol",1,12,16,2,1,24,15,29,700.92,11
"Leonardo da Vinci",1,12,16,3,1,24,15,29,709.2,11
"Vincent Van Gogh",1,12,16,2,1,24,15,29,759.9492,11
"magic school bus Creepy crawly fun",1,2,11,44,1,24,15,33,534,22
"All about fossils",1,19,16,47,1,24,15,34,560,4
"Spanish Disc 6 I can count",1,10,16,33,1,24,15,39,468.3421,13
"Spanish Disc 5 Happy sad and silly",1,10,16,33,1,24,15,39,468.3421,13
Fish,1,13,16,5,1,24,15,44,597,10
"Mary Cassatt",1,12,16,3,1,24,15,46,759.13,11
"apple for Harriet Tubman",1,2,13,56,1,24,15,48,973.7115,22
Michelangelo,1,12,16,2,1,24,15,48,759.5,11
"Renewable energy",1,16,16,11,1,24,16,5,621.042,7
"March on the day my brother Martin changed the world and more stories about African American history",1,15,16,30,1,24,16,5,973.0496,8
"magic school bus Super sports fun",1,16,17,14,1,24,16,26,530,7
"Free to be you and me",1,17,12,1,1,24,16,36,810.8,7
"Pizza party Yoga class for kids",1,5,12,48,1,24,16,37,613.7046,19
"I love big machines Parts 1 and 2",1,9,16,38,1,24,16,48,621.86,15
"world of learning Volume 1",1,10,16,8,1,24,16,51,629.2222,14
"John Deere action Part one",1,9,16,38,1,24,16,53,629.2252,15
"Yay Planes",1,9,16,38,1,24,16,53,629.1333,15
"Fire engines trucks airplanes fast trains",1,9,16,38,1,24,16,53,628.9259,15
"Charlie trash truck",1,12,11,23,1,24,16,54,628.442,12
"Signing time Series 2 volume 12 Box of crayons",1,3,12,6,1,24,16,56,419.7,21
Nutcracker,1,22,15,49,1,24,17,19,792.842,2
"Swan lake",1,22,15,49,1,24,17,27,792.842,2
"Basic cartooning",1,2,13,53,1,24,17,35,741.5,22
"Activity TV Origami",1,2,13,53,1,24,17,39,736.982,22
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",1,3,15,18,1,24,17,44,221.9505,21
"I love airplanes",1,3,15,18,1,24,17,44,629.133,21
"Sid the science kid Gizmos and gadgets",1,10,15,34,1,24,17,53,621.8,14
"Drawing power Vol 4 Safari animal drawing",1,10,15,34,1,24,17,53,743.6,14
"Sid the science kid Sid in motion",1,11,12,5,1,24,18,4,500,13
"magic 4 fun video",1,16,18,7,1,24,18,7,793.8,8
"Sid the science kid Going going green",1,11,12,5,1,24,18,12,791.4575,13
Weather,1,11,16,45,1,24,18,13,551.5,13
"Wiggles Lets eat",1,3,18,47,1,24,18,14,782.42083,20
"Ecosystems and biomes",1,11,16,45,1,24,18,15,577.82,13
Life,1,12,14,21,1,24,18,15,570,12
"Seeds and plants",1,11,16,45,1,24,18,16,580,13
Nutcracker,1,22,18,32,1,24,18,24,792.842,1
"Fairy dancing",1,14,18,35,1,24,18,50,791.4372,10
"Cinderella a dance fantasy",1,22,16,38,1,24,18,57,782.95,2
"I spy A mumble monster mystery other stories",1,8,19,3,1,24,19,50,793.735,16
"Im a potty pirate potty training for boys",1,15,11,20,1,24,19,55,649.62,9
"Smart start for kids ABCs",1,9,15,57,1,24,19,55,428.1,15
"Why Guy questions a firefighter",1,14,13,3,1,25,10,36,628.925,10
"Lots lots of trucks Vol 1 Hard workin trucks",1,17,16,5,1,25,10,40,629.224,7
"Phonics 4 babies Colors counting",1,14,19,54,1,25,10,44,649.68,10
"Mighty machines Lights ladders",1,11,14,47,1,25,11,2,629.224,13
"Rock n learn Getting ready for kindergarten",1,15,14,30,1,25,11,52,372.218,9
"Mister Maker I have an idea",1,17,16,52,1,25,12,1,745.5,7
"Telling time",1,11,12,38,1,25,12,26,529,13
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",1,24,12,21,1,25,12,33,221.9505,1
"Animal life cycles",1,12,12,46,1,25,12,50,591.56,13
"best of the best of the Electric Company",1,23,11,12,1,25,12,51,372.414,2
"multi coloured jackal a tale from India",1,14,14,11,1,25,13,13,398.20954,10
"magic gourd",1,14,14,11,1,25,13,14,398.20951,10
"Shepherd Boy Tumur",1,14,14,11,1,25,13,18,398.20951,10
Flight,1,22,11,50,1,25,13,25,629.1301,3
"Signing time Volume 2 Playtime signs",1,11,16,50,1,25,14,8,419.7,13
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",1,13,15,48,1,25,14,8,221.9505,11
Cat,1,10,16,58,1,25,14,11,599.75,14
"Activity TV Cooking snacks",1,24,19,31,1,25,14,14,641.5123,0
"Shakespeare the animated tales Volume 3",1,12,15,2,1,25,14,19,822.33,12
"Adventure patrol snow daze",1,12,12,17,1,25,14,20,796.9,13
"iKnow animals letters sounds Vol 1",1,11,16,7,1,25,14,39,372.465,13
"Meet the phonics Letter sounds",1,11,16,7,1,25,14,39,372.465,13
"Ready for science and geography",1,11,16,7,1,25,14,39,372.8,13
"Rock n learn Getting ready for kindergarten",1,11,16,7,1,25,14,39,372.218,13
"Read along stories on DVD",1,11,16,7,1,25,14,39,372.4,13
"Fish shellfish other underwater life",1,11,16,7,1,25,14,39,597,13
"Families of Afghanistan",1,18,16,9,1,25,14,58,958.1,6
"Lets talk geography maps and globes",1,18,16,21,1,25,15,43,912,6
"Who lives in Puget Sound",1,18,16,21,1,25,15,49,591.7699,6
"Truck adventures",1,11,10,50,1,25,15,50,629.22,14
"Wiggles You make me feel like dancing",1,17,16,1,1,25,15,57,201,7
"Wild about safety Safety smart about fire",1,24,10,9,1,25,16,4,363.377,1
"Seven magic brothers a Chinese folktake",1,24,10,9,1,25,16,4,398.20951,1
"Rock n learn Earth science",1,24,10,9,1,25,16,4,550,1
"TÆy du kÃ¬ 4 Monkey king",1,22,12,18,1,25,16,8,398.20951,3
"Co tÂ¡ch Viet Nam 2",1,22,12,18,1,25,16,9,398.20959,3
"magic school bus catches a wave",1,10,15,59,1,25,16,15,553.7,15
"Signing time Volume 1 My first signs",1,2,15,1,1,25,16,15,419.7,23
"Lots lots of fire songs safety tips",1,25,12,23,1,25,16,16,363.377,0
"science of Disney imagineering Animal adaptations communication",1,25,12,23,1,25,16,21,591.59,0
"Skill building buddies Handling transitions and change",1,25,12,22,1,25,16,22,618.92858,0
"Wild about safety Timon and Pumbaa Safety smart online",1,25,12,23,1,25,16,22,004.67808,0
"science of Disney imagineering Magnetism",1,25,12,23,1,25,16,22,531.55,0
"Seeds and plants",1,24,16,32,1,25,16,43,580,1
"Animal atlas Fun on the farm",1,2,17,54,1,25,16,44,630.68,22
Gravity,1,24,16,32,1,25,16,45,531.14,1
"Water weather",1,16,12,6,1,25,16,50,551.5,9
"Podna and Podni a story from Pakistan",1,16,12,6,1,25,16,50,398.20954,9
"French 3 Playtime",1,18,16,1,1,25,17,7,448.3421,7
"John Deere action 2",1,15,14,1,1,25,17,10,629.2252,10
"How Tortoise won respect a story from South Africa",1,3,17,34,1,25,17,13,398.20968,21
"frog prince",1,3,17,34,1,25,17,15,398.2,21
"Rock n learn Letter sounds",1,3,17,34,1,25,17,15,372.465,21
"ultimate collection",1,7,16,36,1,25,17,24,629.04,18
"Natural disasters",1,20,16,26,1,25,17,29,363.34,5
Fish,1,20,16,26,1,25,17,32,597,5
"Michael Michael motorcycle",1,7,16,36,1,25,17,35,629.2275,18
"Jim Knoxs Wild Zoofari National Aquarium in Baltimore",1,7,16,35,1,25,17,36,597,18
"Watch learn French with Professor Toto Part I Eric goes to school",1,14,10,46,1,25,17,37,448.3421,11
"Zoboomafoo Pets",1,7,16,35,1,25,17,38,590,18
"frog prince",1,19,15,40,1,25,17,50,398.2,6
"See my world",1,16,11,43,1,25,17,51,612.84,9
"Arabic for babies toddlers and preschoolers Disc 2 Wake up smiling",1,19,12,2,1,26,10,17,492.7071,6
"Just kickin it",1,19,12,2,1,26,10,17,796.3342,6
"Spanish 2 Wake up smiling",1,19,12,2,1,26,10,19,468.3421,6
"Mandarin Chinese Disc 4 In my home",1,12,13,54,1,26,11,0,495.13421,13
"Mandarin Chinese Disc 5 Happy sad and silly",1,12,13,54,1,26,11,0,495.13421,13
"Mandarin Chinese Disc 6 I can count",1,12,13,54,1,26,11,0,495.13421,13
"Germs your health",1,22,14,23,1,26,11,22,616.9041,3
"world of learning Volume 2",1,22,14,22,1,26,11,22,629.13334,3
"Sesame beginnings Exploring together",1,19,16,30,1,26,11,22,612.8,6
"Eyewitness Planets",1,19,16,30,1,26,11,22,523.4,6
"Wiggles Racing to the rainbow",1,23,10,49,1,26,11,26,782.42083,3
"Elmos potty time",1,12,17,49,1,26,11,29,649.62083,13
"science of Disney imagineering Magnetism",1,12,13,34,1,26,11,35,531.55,13
"Ready for beginning math",1,3,12,53,1,26,11,47,372.7049,22
"Gigantic machines",1,3,19,40,1,26,11,50,629.22,22
"Baby signing time Volume 3 A new day",1,18,17,15,1,26,11,56,419,7
"Signing time Volume 1 My first signs",1,18,17,15,1,26,11,56,419.7,7
"Baby signing time Volume 1",1,18,17,15,1,26,11,57,419,7
"Introduction to robotics",1,3,19,41,1,26,12,6,629.892,22
"Lets draw peoples faces",1,25,10,39,1,26,12,26,704.942,1
