title,month(cout),day(cout),hour(cout),minute(cout),month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Wild about safety Safety smart healthy fit",7,19,10,29,8,3,16,44,613,15
"Art lessons for children Vol 6 Plants of the rain forest",7,29,16,59,8,3,16,44,751.422,4
"My gym at home fun with Monique",7,28,15,45,8,3,16,44,613.7042,6
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",7,31,13,50,8,3,16,45,221.9505,3
"Critter quest bug out on a backyard safari",7,18,16,46,8,3,16,52,595.7,16
"Brainy baby ABCs introducing the alphabet",7,23,16,18,8,3,16,53,411,11
"Rainbows in the sea",7,20,14,0,8,3,16,59,577.789,14
"Animal atlas Superhero animals",7,20,14,0,8,3,17,0,590,14
"Alphabet phonics fun",7,24,11,30,8,3,17,10,411,10
Migration,7,20,17,33,8,3,17,12,591.568,13
"YogaKids 2 more poses more fun",7,27,17,28,8,3,17,12,613.7046,6
"More families of Mexico",7,22,17,1,8,3,17,16,972.0836,12
Mexico,7,22,17,1,8,3,17,16,972,12
"I can go potty potty training for boys and girls",7,25,12,50,8,3,17,20,649.62083,9
"Civil War and Reconstruction development of the industrial U S the 12th 25th presidents",7,22,12,25,8,3,17,20,973.099,12
"Once upon a potty for her",7,25,12,50,8,3,17,21,649.62,9
"Kids love Spanish Volume 6 Animals",7,20,14,42,8,3,17,23,468.3421,14
"iKnow animals letters sounds Vol 1",7,17,18,13,8,3,17,26,372.465,16
"John Deere action 3",7,17,18,13,8,3,17,27,629.2252,16
"Lots lots of trucks Vol 1 Hard workin trucks",7,17,18,13,8,3,17,29,629.224,16
"Schoolhouse rock Science",7,12,14,11,8,3,17,31,500,22
"Lets draw peoples faces",7,12,14,11,8,3,17,31,704.942,22
"Swan lake",7,22,11,59,8,4,9,31,792.842,12
China,7,22,11,58,8,4,9,34,951,12
"Sid the science kid Sids backyard campout",7,22,11,59,8,4,9,34,796.54,12
"Meet the sight words 3",7,11,17,21,8,4,12,16,372.462,23
"Potty power",7,21,14,43,8,4,13,4,649.62,13
"Lots lots of trucks Vol 1 Hard workin trucks",7,27,16,9,8,4,13,35,629.224,7
"Signs and stories with Mr C 1",7,31,15,53,8,4,13,40,419.7,3
"Signing time Volume 3 Everyday signs",7,31,15,55,8,4,13,41,419.7,3
"Baby signing time Volume 2",7,29,17,52,8,4,13,41,419,5
"Alphabet phonics fun",7,25,17,18,8,4,13,41,411,9
"Rock n learn Multiplication rap",7,1,14,24,8,4,14,23,513.213,33
"Early start Mandarin Chinese Volume 5 Sports and games",7,1,14,27,8,4,14,26,495.18342,33
"YogaKids 2 more poses more fun",7,14,16,34,8,4,14,26,613.7046,20
"Activity TV Halloween Vol 2",7,30,18,49,8,4,14,27,745.59416,4
"Math cure",7,1,14,27,8,4,14,28,510,34
"Kid guides Kids sea camp Curacao",7,14,16,32,8,4,14,32,639.342,20
"way things work Floating",7,10,18,46,8,4,14,47,532.25,24
Measurement,7,10,18,46,8,4,14,47,530.8,24
"I love airplanes",7,6,14,42,8,4,14,49,629.133,29
"What makes a fish a fish",7,29,13,56,8,4,14,56,597,6
"magic school bus catches a wave",7,29,13,56,8,4,14,56,553.7,6
Fish,7,29,13,44,8,4,14,56,597,6
"Animal atlas Superhero animals",7,21,15,43,8,4,15,4,590,13
Seashore,7,21,15,43,8,4,15,5,578.7699,13
"Prehistoric park",7,23,19,32,8,4,15,15,567.9,11
"Dance learn Chinese with Mei Mei",7,12,13,46,8,4,15,33,495.18342,23
"Im a potty princess potty training for girls",7,29,14,51,8,4,15,49,649.62,6
"I spy A mumble monster mystery other stories",7,24,16,35,8,4,15,59,793.735,10
"magic school bus Super sports fun",7,24,16,36,8,4,15,59,530,10
"I spy A rockin bronco and other stories",7,24,16,35,8,4,16,0,793.735,10
"Living room magic Volume 2",7,21,14,56,8,4,16,11,793.8,14
"Mister Rogers neighborhood What do you do with the mad that you feel",7,15,16,40,8,4,16,15,152.47,19
"Who lives in Puget Sound",7,22,11,57,8,4,16,19,591.7699,13
"magic school bus catches a wave",7,26,17,28,8,4,16,34,553.7,8
"Sid the science kid Weather kid Sid",7,26,17,29,8,4,16,34,551.5,8
"Amazing North America",7,26,17,28,8,4,16,34,591.97,8
"Polar prowl",7,26,17,28,8,4,16,34,591.70911,8
Reptile,7,26,17,28,8,4,16,34,597.957,8
"Preschool fun Letters numbers",7,27,11,36,8,4,16,41,201,8
"Podna and Podni a story from Pakistan",7,16,17,42,8,4,16,42,398.20954,18
"boy who had no story",7,20,16,59,8,5,9,40,398.20941,15
"Baby sign language basics",7,18,12,41,8,5,11,12,419,17
"Animal atlas Animal ABCs",7,18,18,6,8,5,11,13,421.1,17
Horse,7,22,13,39,8,5,11,26,636.1,13
"Learn ballet step by step",7,12,10,56,8,5,11,46,792.82,24
"YogaKids 2 more poses more fun",7,6,15,17,8,5,11,55,613.7046,29
Bird,7,23,14,59,8,5,12,17,598,12
"Lets learn how to draw",7,24,14,20,8,5,12,18,741.2,11
Artseesmartsee,7,29,12,45,8,5,12,22,152.1423,6
"Phonics 4 babies Colors counting",7,29,12,45,8,5,12,24,649.68,6
"John Henry",7,20,11,56,8,5,12,44,398.20973,16
"story of Ruby Bridges",7,20,11,56,8,5,12,44,379.26309,16
"Whats in the Bible 2 Let my people go",7,19,12,28,8,5,12,48,222.12,17
"Whats in the Bible 1 In the beginning",7,19,12,28,8,5,12,48,220.61,17
"Rock n learn Letter sounds",7,24,17,34,8,5,13,17,372.465,11
"Sid the science kid Sids backyard campout",7,24,17,34,8,5,13,17,796.54,11
"Meet the sight words 1",7,24,17,34,8,5,13,18,372.462,11
"Alphabet phonics fun",7,24,17,34,8,5,13,19,411,11
"magic school bus Holiday special",7,13,11,51,8,5,13,33,333.72,23
"Learn to Hip Hop Vol 1 2",7,29,13,51,8,5,14,23,793.3,7
"All around the kitchen crazy videos concert songs",7,26,12,12,8,5,14,40,782.42083,10
Dog,7,29,17,26,8,5,14,47,599.77,6
Bird,7,29,17,26,8,5,14,47,598,6
Fish,7,29,17,26,8,5,14,47,597,6
"magic school bus Holiday special",7,22,15,57,8,5,14,48,333.72,13
"Mighty machines Mega pack",7,22,15,57,8,5,14,48,629.225,13
Seashore,7,29,17,26,8,5,14,48,578.7699,6
"National park animals for kids",7,10,16,23,8,5,14,55,590.0973,25
"Arabic for babies toddlers and preschoolers Disc 1 Eating and drinking",7,3,14,30,8,5,14,56,492.7071,33
"Living room magic Volume 1",7,22,15,4,8,5,15,32,793.8,14
"Kung fu for kids",7,5,15,56,8,5,15,52,796.8159,30
"Kidz bop Dance moves",7,29,19,31,8,5,16,0,793.3,6
"Living room magic Volume 2",7,23,17,4,8,5,16,0,793.8,12
"Drawing power Vol 5 My ultimate room",7,29,19,31,8,5,16,1,747.77083,6
"JammX kids Adventure one Cant dance dont want to",7,29,19,31,8,5,16,13,791.4572,6
"Living room magic Volume 1",7,23,17,4,8,5,16,13,793.8,12
"Sid the science kid Gizmos and gadgets",7,22,14,10,8,5,16,16,621.8,14
"Sid the science kid Going going green",7,22,14,10,8,5,16,16,791.4575,14
"Sid the science kid Sids backyard campout",7,22,14,10,8,5,16,16,796.54,14
"Germs your health",7,25,17,27,8,5,16,31,616.9041,10
"Living room magic Volume 1",7,25,15,5,8,5,16,31,793.8,11
"Meerkat manor Season one",7,23,16,21,8,5,16,38,599.742,13
"Wiggles Celebration",7,20,12,55,8,5,17,1,782.42083,16
"Mister Maker I have an idea",7,20,12,55,8,5,17,1,745.5,16
"Mister Maker Lets make it",7,20,12,55,8,5,17,2,745.5,16
"Here come the ABCs",7,11,12,24,8,5,17,29,782.42083,25
"best of Mighty machines flying racing rolling",7,25,14,21,8,5,17,32,629.225,11
"magic school bus Super sports fun",7,24,11,14,8,5,17,36,530,12
"multi coloured jackal a tale from India",7,27,14,42,8,5,17,37,398.20954,9
Deserts,7,29,16,32,8,5,17,50,577.54,7
"Whats in the Bible 2 Let my people go",7,1,16,41,8,5,18,22,222.12,35
"Whats in the Bible 1 In the beginning",7,1,16,41,8,5,18,22,220.61,35
"Our feathered friends adventures on a chicken farm",7,9,11,2,8,5,18,49,636.5,27
"mouse bride a Chinese folktale Lao shu qu xin niang",7,19,17,53,8,5,18,53,398.20951,17
"Arctic tale",7,30,18,45,8,5,18,54,599.786,6
"Families of Puerto Rico",7,29,19,37,8,5,18,59,972.95,6
"Families of Afghanistan",7,29,19,37,8,5,18,59,958.1,6
"Families of Thailand",7,30,16,44,8,5,18,59,959.3,6
Israel,7,29,19,37,8,5,18,59,956.94,6
"More families of Mexico",7,30,16,44,8,5,18,59,972.0836,6
"Seeds and plants",7,23,18,8,8,5,18,59,580,13
"March on the day my brother Martin changed the world and more stories about African American history",7,16,15,7,8,5,18,59,973.0496,20
Vietnam,7,29,19,37,8,5,18,59,959.7,6
"Families of Mexico",7,30,16,44,8,5,18,59,972.0836,6
"Lets talk geography maps and globes",7,1,15,13,8,5,19,21,912,35
"Kung fu for kids",7,1,15,12,8,5,19,21,796.8159,35
"Things with strings",7,1,15,12,8,5,19,21,787,35
"Dancing for kids",7,1,15,12,8,5,19,21,792.80833,35
"Wiggles You make me feel like dancing",7,14,15,48,8,5,19,24,201,22
"Rock n learn Phonics Volumes I II",7,11,12,11,8,5,19,25,372.465,25
"Mighty machines Lights ladders",7,19,16,0,8,5,19,41,629.224,17
"Play learn Chinese with Mei Mei 7 Lets visit Dawei Village",7,24,15,29,8,5,19,48,495.1824,12
"Baby D I Y kitchen creations",7,22,16,58,8,5,19,53,745.5,14
"Signing time Series 2 volume 5 Going outside",7,22,14,44,8,5,19,55,419.7,14
"Around the world",7,9,16,39,8,6,11,15,305.8,27
"Awesome animal builders",7,16,10,48,8,6,11,45,591.564,21
"All about rocks minerals",7,3,13,50,8,6,11,45,552,33
"science of Disney imagineering Energy",7,23,11,4,8,6,11,59,530,14
"Sid the science kid Feeling good inside and out",7,23,11,4,8,6,12,2,613.0432,14
"Dive into diversity",7,8,14,13,8,6,12,32,591.77,28
"Lots lots of jets and planes Vol 3 Jumbo jets in action",7,23,10,36,8,6,13,24,629.13334,14
Migration,7,28,14,26,8,6,13,30,591.568,8
"I love toy trains Parts 1 2 3",7,23,10,36,8,6,13,35,625.19,14
"Sid the science kid Feeling good inside and out",7,24,10,36,8,6,13,38,613.0432,13
"world of learning Volume 1",7,31,15,49,8,6,13,40,629.2222,5
"Sid the science kid Rock and roll Easter",7,24,10,36,8,6,13,40,552,13
"Shalom sesame Volume 12 Adventures in Israel",7,29,10,41,8,6,13,40,956.94,8
"Schoolhouse rock Multiplication rock",7,30,11,18,8,6,14,19,513.213,7
"Shakespeare the animated tales Volume 1",7,25,15,21,8,6,14,28,822.33,11
Matter,7,3,18,36,8,6,14,31,530,33
"Sid the science kid Going going green",7,28,15,8,8,6,14,45,791.4575,8
"YogaKids 2 more poses more fun",7,20,14,51,8,6,14,53,613.7046,17
"potty movie for girls starring Hannah",7,17,13,35,8,6,14,56,649.62,20
Monet,7,22,14,16,8,6,15,1,759.4,15
"Who lives in the sea",7,22,14,16,8,6,15,2,591.77,15
"Colonial America",7,22,14,16,8,6,15,2,973.2,15
"Giving thanks and more stories to celebrate American heritage",7,22,14,16,8,6,15,2,973,15
"Globe toddlers Adventures in Mexico",7,25,11,59,8,6,15,5,468.2421,12
"Wild about safety Safety smart at home",7,24,17,26,8,6,15,18,363.13,12
"Sid the science kid Sid in motion",7,24,17,24,8,6,15,18,500,12
"Sid the science kid Sids sense ational adventures",7,24,17,24,8,6,15,18,500,12
"School house rock Election collection",7,23,14,0,8,6,15,26,320.973,14
"Soccer with Mayte Soccer for girls",7,25,18,24,8,6,15,32,796.3342,11
"I spy A rockin bronco and other stories",7,9,15,46,8,6,15,37,793.735,27
"Rock n learn Human body",7,23,15,50,8,6,15,44,612,13
"Between the lions Get cooking 8 stories fun activities",7,23,15,49,8,6,15,44,372.465,13
"Sid the science kid Sid in motion",7,23,15,49,8,6,15,44,500,13
Bloodsuckers,7,30,15,47,8,6,15,47,591.53,7
"science of Disney imagineering Friction",7,26,10,10,8,6,15,52,531.1134,11
"science of Disney imagineering Gravity",7,26,10,10,8,6,15,52,531.14,11
"Seven magic brothers a Chinese folktake",7,23,18,1,8,6,16,4,398.20951,13
"Chieko and the pine a Japanese folktale",7,23,18,1,8,6,16,4,398.20592,13
"Rock n learn Life science",7,24,16,5,8,6,16,7,570,13
"Peep and the big wide world Chirp flies",7,13,15,52,8,6,16,22,372.35,24
"Between the lions Get cooking 8 stories fun activities",7,3,16,44,8,6,16,35,372.465,33
"Arctic tale",7,26,13,32,8,6,16,35,599.786,11
"Preschool fun Letters numbers",7,12,17,46,8,6,16,40,201,24
"Signing time Series 2 volume 11 Once upon a time",7,29,18,4,8,6,16,45,419.7,7
"American Sign Language for kids Beginner level 1 volume 1",7,29,18,4,8,6,16,45,419.7,7
"Bugz from a bugs eye view",7,30,16,54,8,6,16,51,595.7,6
Reptiles,7,30,16,54,8,6,16,51,597.9,6
"French Disc 6 I can count",7,30,16,53,8,6,16,51,448.3421,6
"Snowplows on patrol",7,30,16,54,8,6,16,52,625.763,6
"Critter quest bug out on a backyard safari",7,30,16,54,8,6,16,52,595.7,6
"Brainy baby Art exploring the world of art",7,30,14,24,8,6,16,54,700.83,7
"I love airplanes",7,25,16,30,8,6,16,56,629.133,12
"Im a potty pirate potty training for boys",7,25,16,30,8,6,16,56,649.62,12
"Swan lake",7,26,13,38,8,6,16,56,792.842,11
Horse,7,16,12,4,8,6,16,57,636.1,21
"Popular mechanics for kids Firefighters and other life saving heroes",7,17,14,25,8,6,16,57,363.37092,20
"Signs at the zoo",7,30,16,35,8,6,16,57,419,7
"Baby signing time Volume 4 Lets be friends",7,12,15,30,8,6,17,5,419,25
"School house rock Money rock",7,26,10,43,8,6,17,9,332.024,11
"Shalom sesame Volume 1 Welcome to Israel",7,14,14,10,8,6,17,13,956.94,23
"American Sign Language for kids and adults Volume 2 Visiting the zoo",7,30,16,35,8,6,17,17,419.7,7
"Metal monsters",7,21,16,14,8,6,17,18,621.86,16
"Pond river",7,16,12,4,8,6,17,21,577.636,21
"magic school bus Creepy crawly fun",7,22,17,37,8,6,17,32,534,14
"Japanese Disc 3 Playtime",7,18,16,17,8,6,17,40,495.68342,19
"Japanese Disc 1 Eating and drinking",7,17,18,41,8,6,17,40,495.68342,19
Flight,7,25,17,7,8,6,17,48,629.1301,12
Mexico,7,29,15,55,8,6,18,3,305.86872,8
Ramadan,7,24,12,34,8,6,18,22,394.2657,13
"George Washington first President",7,19,10,40,8,6,18,51,973.41092,18
"Art lessons for children Vol 2 Easy art projects",7,19,10,36,8,6,18,51,745.5,18
"Prehistoric life",7,19,10,39,8,6,18,51,576.8,18
"Schoolhouse rock Science",7,1,15,26,8,6,19,8,500,36
"School house rock Earth",7,1,15,26,8,6,19,9,333.72,36
"Growing up wild Bouncing babies",7,14,13,37,8,6,19,14,599.139,23
"Sid the science kid Feeling good inside and out",7,23,17,27,8,7,10,4,613.0432,14
Fish,7,31,16,51,8,7,10,14,597,6
"Schoolhouse rock America",7,17,12,22,8,7,10,36,973,20
"Revolution and the new nation expansion and reform the first eleven presidents",7,17,12,22,8,7,10,36,973.099,20
"Mighty machines Lights ladders",7,24,14,33,8,7,11,8,629.224,13
"Multiplication rock",7,22,17,18,8,7,11,18,513.213,15
"Addition subtraction rock",7,22,17,18,8,7,11,19,513.21,15
"Meet the sight words 1",7,24,14,12,8,7,11,27,372.462,13
"little primaballerina ballet training for children",7,30,11,53,8,7,11,48,792.8,7
"Signing time Volume 10 My day",7,24,11,22,8,7,11,55,419.7,14
"John Deere action 3",7,22,12,17,8,7,11,55,629.2252,15
"Signing time Series 2 volume 12 Box of crayons",7,10,11,19,8,7,11,55,419.7,28
"Signing time Volume 6 My favorite things",7,24,11,22,8,7,11,56,419.7,14
"Dino world",7,27,16,58,8,7,12,27,567.9,10
"Mighty machines Roadways to runways",7,24,16,49,8,7,12,50,629.133,13
"I dont fit under the desk advanced earthquake safety",7,30,14,57,8,7,13,2,363.3495,7
"Rock n learn Alphabet",7,16,15,44,8,7,13,4,372.41,21
"Classical baby The music show",7,16,15,44,8,7,13,5,780.83,21
"city of bees",7,22,17,3,8,7,13,7,638.1,15
"All about blood the heart",7,27,11,24,8,7,13,7,612.1,11
"All about earthquakes",7,30,14,57,8,7,13,11,551.22,7
"Multiplication division Multiplicacion division",7,31,11,55,8,7,13,18,513.213,7
"I love toy trains Parts 10 11 12",7,30,13,39,8,7,13,19,625.19,7
"basic math word problem tutor 8 hour video course",7,18,16,15,8,7,13,22,519.076,19
"Smartstart guitar a fun easy approach to beginning guitar for kids",7,18,16,15,8,7,13,22,787.87193,19
"Nature for kids Beginning Spanish the fun and easy way to learn Spanish",7,24,16,4,8,7,13,24,468.24,13
"Skill building buddies Sharing and taking turns",7,24,16,2,8,7,13,25,618.92858,13
Migration,7,24,16,4,8,7,13,25,591.568,13
"Grand Canyon for kids",7,24,16,2,8,7,13,25,917.9132,13
"Smell my world",7,24,16,4,8,7,13,25,612.86,13
"Fun on the farm introducing Doodle the Rooster and his animated friends",7,24,16,2,8,7,13,25,630.68,13
"Kid guides Zoos",7,24,16,2,8,7,13,25,590.7373,13
"Families of Ghana",7,25,19,5,8,7,13,34,966.7,12
"Barack Obama the story of our 44th president",7,25,19,5,8,7,13,34,973.93209,12
"Meet the phonics Letter sounds",7,19,17,0,8,7,14,6,372.465,18
"Mighty machines Ships ahoy Super machines Ohâ du bateau",7,23,17,54,8,7,14,21,623.82,14
"Activity TV Science",7,22,16,51,8,7,14,52,507.1,15
"National park animals for kids",7,24,14,35,8,7,15,3,590.0973,14
"French Disc 4 In my home",7,27,17,57,8,7,15,11,448.3421,10
"Meet the colors",7,29,16,9,8,7,15,33,535.6,8
"Sid the science kid Weather kid Sid",7,29,16,9,8,7,15,34,551.5,8
Gravity,7,29,16,9,8,7,15,35,531.14,8
"Shanti Generation yoga skills for youth peacemakers",7,15,13,31,8,7,15,53,613.7046,23
"Loose at the zoo",7,29,16,57,8,7,16,8,590.73,8
"Bonjour les amis Volume 1",7,29,16,57,8,7,16,14,448.3421,8
"Signing time Volume 9 The zoo train",7,24,12,5,8,7,16,18,419.7,14
"Mighty machines Machines on the job",7,24,11,17,8,7,16,38,621.8,14
"Arctic tale",7,24,11,23,8,7,16,39,599.786,14
"magic school bus Holiday special",7,23,10,50,8,7,16,45,333.72,15
Japan,7,18,15,10,8,7,16,47,915.2,20
"Chieko and the pine a Japanese folktale",7,18,15,10,8,7,16,47,398.20592,20
"Crossing the snow a tale from Japan",7,18,15,10,8,7,16,47,398.20952,20
"Two Bobbies a true story of Hurricane Katrina friendship and survival",7,22,13,3,8,7,16,53,636.0832,16
Migration,7,31,17,21,8,7,17,0,591.568,6
"Farmyard friends",7,31,17,21,8,7,17,1,590,6
"Wiggles You make me feel like dancing",7,29,11,33,8,7,17,4,201,9
"Rock n learn Getting ready for kindergarten",7,25,11,17,8,7,17,4,372.218,13
"Around the world",7,10,17,2,8,7,17,4,305.8,28
"Human machine",7,17,11,21,8,7,17,5,612,21
"African American",7,10,17,2,8,7,17,8,305.89607,28
Vietnam,7,24,16,9,8,7,17,11,959.7,14
"science of Disney imagineering Electricity",7,9,12,27,8,7,17,14,537,29
"science of Disney imagineering Friction",7,9,12,27,8,7,17,14,531.1134,29
"science of Disney imagineering Fluids",7,9,12,27,8,7,17,14,532,29
"science of Disney imagineering Gravity",7,9,12,27,8,7,17,14,531.14,29
"science of Disney imagineering Levers and pulleys",7,9,12,27,8,7,17,14,621.8,29
"science of Disney imagineering Trajectory",7,9,12,27,8,7,17,14,531.55,29
"Yoga for kids mind body fun poses and yoga basics",7,19,17,23,8,7,17,17,613.7042,18
"Funtastic animals dance laugh learn about farm animals wild animals and pets",7,17,17,47,8,7,17,21,590,20
"First fun with Spanish",7,17,17,47,8,7,17,22,468.3421,20
"iKnow animals letters sounds Vol 1",7,17,17,47,8,7,17,22,372.465,20
"Ready for phonics Level 1",7,17,17,47,8,7,17,22,372.465,20
"estaciones The seasons",7,17,17,47,8,7,17,22,468.3421,20
"Jazz class for kids",7,3,16,30,8,7,17,29,793.3,35
"Sid the science kid Weather kid Sid",7,11,17,59,8,7,18,5,551.5,27
"Rainbows in the sea",7,11,17,59,8,7,18,6,577.789,27
"Mandarin Chinese 1 Eating and drinking",7,5,17,52,8,7,18,8,495.13421,33
"Preschool fun Letters numbers",7,25,18,29,8,7,18,15,201,12
"Swan Lake story a dance fantasy",7,27,12,36,8,7,18,37,792.842,11
"Party day",7,19,14,58,8,7,18,59,782.42083,19
"Rock n learn Human body",7,16,16,52,8,7,19,16,612,22
"Sesame beginnings Exploring together",7,16,16,52,8,7,19,16,612.8,22
"science of Disney imagineering Electricity",7,25,19,33,8,7,19,22,537,12
"Wiggles Here comes the big red car",7,1,11,45,8,7,19,27,782.42083,37
"Zoboomafoo Wild creatures furry fashion",7,24,19,15,8,7,19,29,590,14
"Creepy creatures",7,24,19,16,8,7,19,29,590,14
"Lots lots of trucks Vol 1 Hard workin trucks",7,27,14,45,8,8,10,7,629.224,11
"Mighty machines Tremendous tools",7,27,14,44,8,8,10,8,621.8,11
"Lots lots of jets and planes Vol 3 Jumbo jets in action",7,27,14,45,8,8,10,8,629.13334,11
"Mighty machines Mega machines",7,27,14,44,8,8,10,8,629.225,11
"Kids love Spanish Volume 1 Basic words",7,31,16,14,8,8,11,25,468.3421,7
"Dance with the animals",7,18,10,47,8,8,12,20,500,21
"United States flag videos",7,8,19,48,8,8,13,12,929.92097,30
"city of bees",7,24,11,21,8,8,13,25,638.1,15
"Baby signing time Volume 1",7,8,13,17,8,8,13,31,419,31
"Learn French with Pânâlope Pezi Beginners level 1 volume 1",7,18,15,46,8,8,13,38,448.2421,20
"Prehistoric park",7,26,11,14,8,8,13,38,567.9,13
"Yoga for kids mind body fun poses and yoga basics",7,11,15,28,8,8,13,43,613.7042,27
"Easter story",7,25,13,35,8,8,13,55,232.96,14
"Noahs ark",7,25,13,32,8,8,13,55,222.11095,14
"School house rock Money rock",7,25,13,32,8,8,13,59,332.024,14
"French 2 Wake up smiling",7,18,16,3,8,8,14,51,448.3421,20
"Lots lots of jets and planes Vol 3 Jumbo jets in action",7,27,17,54,8,8,14,52,629.13334,11
"Signing time Series 2 volume 10 Helping out around the house",7,18,16,3,8,8,14,53,419.7,20
"Vamos a jugar Lets play",7,27,17,54,8,8,14,53,468.3421,11
"magic school bus Space adventures",7,27,17,54,8,8,14,53,523,11
"magic school bus Holiday special",7,21,13,10,8,8,14,55,333.72,18
"Sid the science kid Gizmos and gadgets",7,25,11,28,8,8,14,55,621.8,14
"Rock n learn Phonics easy readers on DVD",7,3,11,26,8,8,15,2,372.465,36
"National park animals for kids",7,3,11,26,8,8,15,3,590.0973,36
"Rock n learn Multiplication rap",7,3,11,26,8,8,15,3,513.213,36
"Rock n learn Division rap",7,3,11,26,8,8,15,9,513.214,36
"animated Passion for the whole family",7,29,18,2,8,8,15,23,232.96,9
"Wiggles Its always Christmas with you",7,25,14,27,8,8,15,24,782.42083,14
"Mandarin Chinese 3 Playtime",7,25,14,27,8,8,15,24,495.13421,14
"Hard Hat Harrys trucks and fire trucks",7,31,16,39,8,8,15,55,629.224,7
"Barack Obama the story of our 44th president",7,22,16,15,8,8,16,14,973.93209,16
"French 1 Eating and drinking",7,26,16,31,8,8,16,16,448.3421,12
"John Deere earth mover action",7,26,16,31,8,8,16,16,629.225,12
"French Disc 5 Happy sad and silly",7,26,16,31,8,8,16,19,448.3421,12
"Amelia Earhart",7,22,16,14,8,8,16,20,629.13092,17
"Im a potty princess potty training for girls",7,14,16,30,8,8,16,32,649.62,25
"Everybody dance",7,30,17,3,8,8,17,20,793.3083,9
"JammX kids Adventure one Cant dance dont want to",7,30,17,3,8,8,17,20,791.4572,9
"Signing time Volume 8 The great outdoors",7,11,12,43,8,8,17,27,419.7,28
"Signing time Volume 5 ABC signs",7,11,12,43,8,8,17,27,419.7,28
"Butterfly moth",7,25,10,18,8,8,17,40,595.78,14
"French 1 Eating and drinking",7,11,17,43,8,8,17,41,448.3421,27
"French Disc 4 In my home",7,11,17,43,8,8,17,41,448.3421,27
"School house rock Earth",7,18,17,21,8,8,17,52,333.72,21
"way things work Wheels axles",7,11,13,23,8,8,17,56,621.82,28
"Colors shapes counting",7,30,18,22,8,8,18,3,649.68,8
"Sid the science kid Rock and roll Easter",7,29,19,8,8,8,18,7,552,9
"Around the world",7,5,11,45,8,8,18,16,305.8,34
"Families of Thailand",7,17,14,15,8,8,18,41,959.3,22
"Baby animals",7,25,11,44,8,8,18,41,599.5,14
"Arabic for babies toddlers and preschoolers Disc 2 Wake up smiling",7,26,16,38,8,8,18,54,492.7071,13
"Arabic for babies toddlers and preschoolers Disc 3 Playtime",7,26,16,38,8,8,18,55,492.7071,13
"science of Disney imagineering Energy",7,27,11,57,8,8,19,8,530,12
"Origami alive Vol 1",7,3,19,17,8,8,19,42,736.982,36
"Kids guitar one ten easy lessons",7,3,19,17,8,8,19,43,787.87193,36
"Free to be you and me",7,18,19,28,8,8,19,43,810.8,21
"Kidz bop Dance moves",7,24,10,19,8,9,11,9,793.3,16
"Dance dance dance",7,16,14,32,8,9,11,9,792.8,23
"little primaballerina ballet training for children",7,16,14,23,8,9,11,9,792.8,23
"Dancing for kids",7,24,10,19,8,9,11,9,792.80833,16
"Sid the science kid Sids backyard campout",7,26,12,18,8,9,11,13,796.54,13
"Hip hop for kids Pop Lock and Break",7,29,17,46,8,9,11,51,782.42164,10
"Danger Rangers Mission 547 safety rules",7,30,11,16,8,9,12,10,613.6,10
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",7,30,11,16,8,9,12,10,221.9505,10
"Eyewitness Planets",7,30,11,16,8,9,12,11,523.4,10
"Fun on the farm introducing Doodle the Rooster and his animated friends",7,30,11,17,8,9,12,14,630.68,10
"African American",7,24,14,43,8,9,13,5,305.89607,15
"potty movie for boys starring Henry",7,27,15,4,8,9,13,6,649.62,12
"Visual inspirations",7,15,14,22,8,9,13,43,152.14,24
"I am not a target",7,2,12,39,8,9,14,13,362.88083,38
"Between the lions Pecos Bill cleans up the West",7,31,18,5,8,9,14,29,372.465,8
"Sid the science kid Gizmos and gadgets",7,31,18,5,8,9,14,30,621.8,8
"Jesus movie",7,19,11,5,8,9,14,36,232.901,21
"Tot tap a fun filled introduction to the world of tap dance for kids",7,27,11,52,8,9,14,48,792.78,13
"Prehistoric park",7,5,16,31,8,9,15,18,567.9,34
"John Deere action Part one",7,27,10,28,8,9,15,32,629.2252,13
"Schoolhouse rock Grammar",7,30,11,4,8,9,15,55,428,10
"Baby animals",7,30,11,4,8,9,15,55,599.5,10
"All about nutrition exercise",7,30,11,3,8,9,16,0,613.2,10
"YogaFit kids a YogaFit workout",7,14,16,52,8,9,16,3,613.7046,25
"Animal atlas Superhero animals",7,23,17,4,8,9,16,8,590,16
"Writing strategies",7,15,15,28,8,9,16,11,372.623,25
"Schoolhouse rock Grammar",7,15,15,28,8,9,16,11,428,25
"Kid guides Aquariums",7,20,15,30,8,9,16,13,597.073,20
"Human machine Bodyzone",7,20,15,30,8,9,16,13,612,20
Mammal,7,20,15,30,8,9,16,13,599,20
"scoop on poop",7,30,11,3,8,9,16,16,612.36,10
"Ready for phonics Level 1",7,27,10,41,8,9,16,18,372.465,13
"Reading for children Identifying words",7,27,10,40,8,9,16,18,372.46,13
"So you want to be president and more stories to celebrate American history",7,24,12,30,8,9,16,18,352.23709,16
"Meet the sight words 1",7,20,17,45,8,9,16,19,372.462,19
"Lets go to school with Mei Mei",7,5,10,31,8,9,16,35,495.1824,35
